,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3988,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Indische Buurt,1,1,"['email', 'phone', 'facebook']",t,f,Oud-Oost,52.36568,4.92905,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Hair dryer"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Cooking basics"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Bed linens"", ""Paid parking on premises"", ""Carbon monoxide alarm"", ""Paid parking off premises"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",175.0,2,9,2.0,2.0,9.0,9.0,2.0,9.0,t,0,0,0,0,3,0,0,2019-09-24,4.67,5.0,4.33,5.0,5.0,5.0,4.67,t,1,1,0,0,0.1
3989,"Amsterdam, Noord-Holland, The Netherlands",within a few hours,100,68,t,unknown,1,1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Centrum-Oost,52.37074,4.90027,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Hair dryer"", ""Stove"", ""Washer"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Baking sheet"", ""Cooking basics"", ""Single level home"", ""TV with standard cable"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Private entrance"", ""High chair"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Cable TV"", ""Bathtub"", ""Private hot tub"", ""Oven"", ""Dishwasher"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Heating"", ""Lockbox""]",195.0,7,180,7.0,7.0,180.0,180.0,7.0,180.0,t,2,29,29,29,84,6,1,2021-11-15,4.61,4.75,4.37,4.8,4.87,4.94,4.43,f,1,1,0,0,1.31
3990,"Amsterdam, North Holland, Netherlands",within an hour,100,100,f,unknown,0,0,"['email', 'phone']",t,t,Centrum-Oost,52.36147,4.89102,Room in hotel,Private room,5,1 private bath,1.0,5.0,"[""Luggage dropoff allowed"", ""Hangers"", ""Extra pillows and blankets"", ""Security cameras on property"", ""Host greets you"", ""Laundromat nearby"", ""Hot water"", ""Smoke alarm"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Paid street parking off premises"", ""Bed linens"", ""Fire extinguisher"", ""Wifi"", ""Carbon monoxide alarm"", ""Central heating"", ""Clothing storage""]",115.0,1,1125,1.0,4.0,1125.0,1125.0,1.1,1125.0,t,15,39,64,86,26,26,4,2021-11-28,4.38,4.31,4.0,4.81,4.69,4.58,4.19,t,6,0,6,0,2.25
3991,"Amsterdam, North Holland, Netherlands",within a few hours,100,91,t,Oostzanerwerf,1,1,"['email', 'phone', 'facebook', 'reviews']",t,t,Noord-West,52.41717,4.89798,Private room in residential home,Private room,1,1 bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Hangers"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Hair dryer"", ""Kitchen"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Long term stays allowed"", ""Bed linens"", ""Heating"", ""Wifi"", ""Essentials""]",54.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,20,20,20,20,133,8,3,2021-10-19,4.98,4.99,4.98,4.99,4.99,4.68,4.89,f,1,0,1,0,2.29
3992,"Amsterdam, North Holland, Netherlands",within a few hours,100,20,f,unknown,0,0,"['email', 'phone', 'reviews']",t,t,De Baarsjes - Oud-West,52.36102,4.84952,Entire condominium (condo),Entire home/apt,2,1.5 baths,1.0,1.9564237415477086,"[""Coffee maker"", ""Host greets you"", ""BBQ grill"", ""Kitchen"", ""Smoke alarm"", ""TV"", ""Cleaning products"", ""Private fenced garden or backyard"", ""EV charger"", ""Bed linens"", ""Outdoor furniture"", ""Wifi"", ""Essentials""]",149.0,2,21,2.0,2.0,21.0,21.0,2.0,21.0,t,6,36,66,341,1,1,1,2021-11-18,5.0,5.0,4.0,5.0,5.0,4.0,5.0,f,1,1,0,0,1.0
3993,"Amsterdam, North Holland, The Netherlands",unknown,0,0,f,Buiksloterham,1,1,"['email', 'phone', 'reviews']",t,f,Oud-Noord,52.39955,4.90426,Entire residential home,Entire home/apt,4,1 bath,4.0,4.0,"[""Fireplace guards"", ""Free parking on premises"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Washer"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Indoor fireplace"", ""Room-darkening shades"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Private entrance"", ""High chair"", ""Children\u2019s books and toys"", ""Bathtub"", ""Host greets you"", ""Dedicated workspace"", ""Heating"", ""Changing table""]",177.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,t,0,0,0,0,5,0,0,2019-10-27,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,1,1,0,0,0.17
3994,NL,within an hour,83,97,f,unknown,6,6,"['email', 'phone']",t,t,Oud-Oost,52.360237,4.926469,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,2.0,"[""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Hair dryer"", ""Stove"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Smart lock"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Bathtub"", ""Security cameras on property"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating""]",198.0,1,1125,1.0,3.0,99.0,99.0,1.1,99.0,t,30,49,79,354,36,11,0,2019-09-06,4.39,4.5,4.53,4.33,4.42,4.69,4.33,t,6,6,0,0,1.04
3995,"Amsterdam, North Holland, Netherlands",within a day,100,100,f,unknown,0,0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Geuzenveld - Slotermeer,52.37209,4.83112,Entire condominium (condo),Entire home/apt,2,1.5 baths,1.0,1.9564237415477086,"[""First aid kit"", ""Free parking on premises"", ""Kitchen"", ""Smoke alarm"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Wifi""]",80.0,1,60,1.0,1.0,60.0,60.0,1.0,60.0,t,0,0,10,33,0,0,0,0,0,0,0,0,0,0,0,t,1,1,0,0,0
3996,DE,within an hour,98,99,f,Oosterparkbuurt,7,7,"['email', 'phone']",t,t,Oud-Oost,52.35962,4.91985,Private room in hostel,Private room,4,1 shared bath,1.0,4.0,"[""Air conditioning"", ""Luggage dropoff allowed"", ""Hangers"", ""Shampoo"", ""Room-darkening shades"", ""Paid parking on premises"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer"", ""Fire extinguisher"", ""Wifi"", ""Dryer"", ""Elevator""]",276.0,1,1125,1.0,2.0,999.0,999.0,1.1,999.0,t,30,60,90,329,102,7,0,2021-07-05,4.45,4.64,4.43,4.78,4.64,4.67,4.43,t,6,0,2,3,3.52
3997,"Amsterdam, North Holland, Netherlands",unknown,0,0,t,Frederik Hendrikbuurt,2,2,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'work_email']",t,t,Westerpark,52.37762,4.87342,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,"[""Hair dryer"", ""Shampoo"", ""Private entrance"", ""TV"", ""Long term stays allowed"", ""Heating"", ""Patio or balcony"", ""Fire extinguisher"", ""Wifi"", ""Iron"", ""Essentials""]",80.0,3,1125,2.0,3.0,1125.0,1125.0,2.3,1125.0,t,0,0,0,0,75,0,0,2020-01-09,4.87,4.92,4.92,4.95,4.95,4.89,4.67,t,2,0,2,0,2.28
3998,"Amsterdam, North Holland, Netherlands",a few days or more,11,0,f,unknown,0,0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,f,Zuid,52.35239,4.85235,Entire rental unit,Entire home/apt,4,1.5 baths,3.0,1.0,"[""Extra pillows and blankets"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Baking sheet"", ""Cooking basics"", ""Bread maker"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""High chair"", ""Bed linens"", ""Microwave"", ""Children\u2019s books and toys"", ""Paid parking off premises"", ""Bathtub"", ""Outlet covers"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Baby safety gates"", ""Baby monitor""]",120.0,5,10,5.0,5.0,10.0,10.0,5.0,10.0,t,0,20,50,293,5,0,0,2020-02-29,5.0,4.75,4.5,5.0,5.0,4.5,4.75,f,1,1,0,0,0.09
3999,"Amsterdam, North Holland, The Netherlands",within an hour,100,89,f,Watergraafsmeer,1,1,"['email', 'phone', 'reviews', 'identity_manual']",t,f,Watergraafsmeer,52.35242,4.92652,Private room in guesthouse,Private room,3,1 private bath,1.0,2.0,"[""Hair dryer"", ""Dishes and silverware"", ""Iron"", ""Cooking basics"", ""Single level home"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Laundromat nearby"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Carbon monoxide alarm"", ""Host greets you"", ""Paid street parking off premises"", ""Dedicated workspace"", ""Heating""]",100.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,14,28,46,259,196,6,1,2019-05-27,4.49,4.6,4.37,4.91,4.91,4.61,4.36,f,1,0,1,0,2.22
4000,"Amsterdam, North Holland, Netherlands",within an hour,90,100,f,unknown,0,0,"['email', 'phone', 'identity_manual']",t,t,Zuid,52.36155,4.88064,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,3.0,"[""Hair dryer"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Cooking basics"", ""Single level home"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Crib"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Paid parking off premises"", ""Security cameras on property"", ""Host greets you"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",176.0,7,180,1.0,7.0,99.0,99.0,7.0,99.0,t,4,21,41,282,1,1,1,2021-11-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,2,0,0,1.0
4001,Netherlands,within an hour,100,100,f,unknown,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,Zuid,52.3454,4.86011,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,"[""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Dishes and silverware"", ""Iron"", ""HDTV"", ""Baking sheet"", ""Dining table"", ""Cooking basics"", ""Cleaning products"", ""Refrigerator"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Outdoor furniture"", ""Essentials"", ""Drying rack for clothing"", ""Stainless steel gas stove"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Barbecue utensils"", ""Laundromat nearby"", ""Private entrance"", ""BBQ grill"", ""Bed linens"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Central heating"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Bathtub"", ""Host greets you"", ""Private patio or balcony"", ""Dishwasher"", ""Conditioner"", ""Dedicated workspace: office chair and desk"", ""Freezer"", ""Paid street parking off premises"", ""Free washer \u2013 In unit"", ""Wine glasses""]",175.0,3,30,3.0,3.0,30.0,30.0,3.0,30.0,t,0,0,0,0,2,2,1,2021-11-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.67
4002,"Amsterdam, North Holland, Netherlands",within an hour,100,94,f,Grachtengordel,3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Centrum-Oost,52.36489,4.88376,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,"[""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Hair dryer"", ""Stove"", ""Washer"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Baking sheet"", ""Cooking basics"", ""Refrigerator"", ""Outdoor furniture"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Paid parking off premises"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating""]",200.0,3,27,3.0,3.0,27.0,27.0,3.0,27.0,t,6,6,6,6,14,6,0,2021-10-01,4.86,4.93,4.93,5.0,5.0,4.79,4.36,f,1,1,0,0,0.55
4003,"Amsterdam, North Holland, Netherlands",within a few hours,92,80,f,unknown,7,7,"['email', 'phone', 'reviews']",t,t,Centrum-West,52.36789,4.88094,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Air conditioning"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Hair dryer"", ""Gym"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Baking sheet"", ""Cooking basics"", ""Long term stays allowed"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Oven"", ""Dishwasher"", ""Freezer"", ""Heating"", ""Patio or balcony""]",85.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,3,5,1,0,2021-09-19,5.0,4.8,4.6,5.0,5.0,5.0,5.0,f,3,1,2,0,0.27
4004,"Amsterdam, North Holland, Netherlands",within a few hours,70,50,f,unknown,0,0,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,Oud-Oost,52.36141,4.92535,Entire condominium (condo),Entire home/apt,3,1 bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Board games"", ""Hot water kettle"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Dishes and silverware"", ""Sound system with Bluetooth and aux"", ""Hangers"", ""Baking sheet"", ""Cooking basics"", ""Cleaning products"", ""Refrigerator"", ""Mosquito net"", ""Wifi"", ""Portable fans"", ""Outdoor furniture"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Laundromat nearby"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Barbecue utensils"", ""Private entrance"", ""Bed linens"", ""Microwave"", ""Game console: PS4"", ""Clothing storage"", ""Body soap"", ""Induction stove"", ""Freezer"", ""Bathtub"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony"", ""Wine glasses""]",275.0,1,6,1.0,1.0,6.0,6.0,1.0,6.0,t,23,53,83,83,6,6,0,2021-10-30,4.83,4.83,4.67,4.83,4.67,4.5,4.5,f,1,1,0,0,1.48
4005,"Amsterdam, North Holland, The Netherlands",unknown,0,0,f,Oosterparkbuurt,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Oud-Oost,52.35637,4.91604,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.9564237415477086,"[""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Hair dryer"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Cooking basics"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Carbon monoxide alarm"", ""Host greets you"", ""Oven"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",70.0,4,30,4.0,4.0,30.0,30.0,4.0,30.0,t,0,0,0,0,18,0,0,2019-04-21,4.88,4.82,4.94,4.94,4.88,4.71,4.71,f,1,1,0,0,0.26
4006,"Amsterdam, North Holland, Netherlands",within a few hours,100,83,f,unknown,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,Westerpark,52.38845,4.87881,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Hangers"", ""Cable TV"", ""Paid parking off premises"", ""Hair dryer"", ""Shampoo"", ""Host greets you"", ""Kitchen"", ""Paid parking on premises"", ""Hot water"", ""TV with standard cable"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""Wifi"", ""Essentials""]",160.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,4,34,64,339,27,2,1,2021-10-20,4.85,5.0,4.81,4.96,5.0,4.88,4.77,f,1,1,0,0,0.41
4007,"Amsterdam, North Holland, Netherlands",within an hour,100,80,f,unknown,1,1,"['email', 'phone', 'reviews']",t,t,Centrum-West,52.3806,4.89194,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,"[""Sound system"", ""Mini fridge"", ""Dishes and silverware"", ""Dining table"", ""Cooking basics"", ""Cleaning products"", ""Outdoor furniture"", ""Wifi"", ""Essentials"", ""Clothing storage: closet"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Bed linens"", ""Central heating"", ""Body soap"", ""Free dryer \u2013 In unit"", ""HDTV with Netflix, Amazon Prime Video"", ""Private patio or balcony"", ""Private fenced garden or backyard"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Wine glasses""]",165.0,4,12,4.0,4.0,12.0,12.0,4.0,12.0,t,3,3,3,3,2,2,0,2021-09-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.42
4008,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,unknown,2,2,"['email', 'phone']",t,f,Centrum-West,52.37114,4.89261,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,"[""Hangers"", ""Extra pillows and blankets"", ""Paid parking off premises"", ""Hair dryer"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Host greets you"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Heating"", ""Fire extinguisher"", ""Wifi"", ""Essentials""]",100.0,1,4,1.0,1.0,4.0,4.0,1.0,4.0,t,0,0,5,5,65,0,0,2020-02-09,4.95,4.92,4.98,4.92,4.97,4.98,4.74,f,1,0,1,0,1.44
4009,"Amsterdam, North Holland, Netherlands",within a day,100,94,f,Grachtengordel,0,0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Centrum-Oost,52.35979,4.88948,Private room in residential home,Private room,4,2 baths,2.0,2.0,"[""Luggage dropoff allowed"", ""Outdoor dining area"", ""Board games"", ""Extra pillows and blankets"", ""Dedicated workspace: table"", ""Hot water kettle"", ""Hair dryer"", ""Waterfront"", ""Mini fridge"", ""Dishes and silverware"", ""Iron"", ""Safe"", ""Hangers"", ""Clothing storage: wardrobe, closet, and dresser"", ""Trash compactor"", ""Dining table"", ""Cleaning products"", ""Babysitter recommendations"", ""Pack \u2019n play/Travel crib"", ""Long term stays allowed"", ""32\"" HDTV with Chromecast, Netflix, standard cable"", ""Fire extinguisher"", ""Wifi"", ""Portable fans"", ""Marie-Stella-Maris shampoo"", ""Outdoor furniture"", ""Essentials"", ""First aid kit"", ""Shared fenced garden or backyard"", ""Drying rack for clothing"", ""Cleaning before checkout"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Coffee maker"", ""Bikes"", ""Shower gel"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Laundromat nearby"", ""Lock on bedroom door"", ""A\u0113sop & Marie-Stella-Maris body soap"", ""Boat slip"", ""EV charger"", ""Bed linens"", ""Bluetooth sound system"", ""Microwave"", ""Cable TV"", ""Bosch refrigerator"", ""Toaster"", ""Nespresso machine"", ""Dishwasher"", ""Paid street parking off premises"", ""Shared patio or balcony"", ""Heating"", ""Free washer \u2013 In unit"", ""Wine glasses""]",269.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,0,0,34,14,8,0,2021-09-06,5.0,5.0,4.92,5.0,5.0,4.92,4.62,t,1,0,1,0,3.11
4010,"Amsterdam, North Holland, Netherlands",within an hour,100,97,t,unknown,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Centrum-Oost,52.35898,4.89511,Private room in townhouse,Private room,2,1 private bath,1.0,2.0,"[""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Hair dryer"", ""Stove"", ""Washer"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Lock on bedroom door"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Cable TV"", ""Paid parking off premises"", ""Keypad"", ""Dishwasher"", ""Dedicated workspace"", ""Heating""]",144.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,t,14,33,63,270,119,21,3,2021-09-24,4.97,4.96,4.99,4.97,4.98,4.98,4.83,t,1,0,1,0,3.43
4011,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Tuindorp Oostzaan,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,f,Noord-West,52.41056,4.89867,Entire residential home,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Free parking on premises"", ""Hair dryer"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Ethernet connection"", ""Iron"", ""Hangers"", ""Cooking basics"", ""Free street parking"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""BBQ grill"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Backyard"", ""Bed linens"", ""Carbon monoxide alarm"", ""Cable TV"", ""Oven"", ""Dedicated workspace"", ""Heating""]",99.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,5,0,0,2017-07-14,5.0,5.0,4.8,5.0,5.0,4.6,4.8,f,1,1,0,0,0.09
4012,NL,within an hour,83,97,f,unknown,6,6,"['email', 'phone']",t,t,Oud-Oost,52.3593,4.92674,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,2.0,"[""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Hair dryer"", ""Stove"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Wifi"", ""Building staff"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Bathtub"", ""Security cameras on property"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating""]",403.0,1,1125,1.0,3.0,99.0,99.0,1.1,99.0,t,27,43,66,296,7,5,1,2019-04-03,3.57,3.86,4.0,3.0,3.57,4.57,3.57,t,6,6,0,0,1.14
4013,"Amsterdam, Noord-Holland, The Netherlands",within an hour,100,100,f,unknown,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,Westerpark,52.38318,4.87295,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Private sauna"", ""Washer"", ""Dryer"", ""Iron"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Cleaning products"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Carbon monoxide alarm"", ""Cable TV"", ""Ceiling fan"", ""Bathtub"", ""Host greets you"", ""Private hot tub"", ""Heating"", ""Dedicated workspace: desk, office chair, and monitor""]",147.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,18,1,0,2018-09-13,4.82,5.0,4.71,4.69,4.94,4.94,4.81,f,1,1,0,0,0.32
4014,"Amsterdam, North Holland, The Netherlands",unknown,0,0,f,unknown,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Noord-Oost,52.4069,4.93517,Entire residential home,Entire home/apt,4,1.5 baths,3.0,3.0,"[""Hair dryer"", ""Stove"", ""Children\u2019s dinnerware"", ""Washer"", ""Dryer"", ""Free street parking"", ""TV with standard cable"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Backyard"", ""High chair"", ""Children\u2019s books and toys"", ""Cable TV"", ""Bathtub"", ""Host greets you"", ""Oven"", ""Dishwasher"", ""Heating""]",140.0,3,14,3.0,3.0,14.0,14.0,3.0,14.0,t,0,0,0,0,11,0,0,2019-08-10,5.0,4.91,4.91,4.91,5.0,4.91,5.0,f,1,1,0,0,0.27
4015,"Amsterdam, North Holland, The Netherlands",unknown,0,0,f,Oud-West,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",t,t,De Baarsjes - Oud-West,52.37203,4.86476,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""First aid kit"", ""Hangers"", ""Paid parking off premises"", ""Hair dryer"", ""Shampoo"", ""Host greets you"", ""Kitchen"", ""Hot water"", ""TV"", ""Heating"", ""Dedicated workspace"", ""Washer"", ""Wifi"", ""Iron"", ""Essentials""]",108.0,2,4,2.0,2.0,4.0,4.0,2.0,4.0,t,0,0,0,0,7,0,0,2017-10-16,5.0,5.0,5.0,5.0,5.0,4.57,4.71,f,1,1,0,0,0.12
